sample	to_germline	to_tumor	to_case	to_all
55-CRC0442LMX0A01001TUMD01000-022-E7	{CRC0253NLH0000000000D01000-05-D2:4 CRC0229NLH0000000000D01000-04-B8:4 CRC0112NLH0000000000D01000-03-E9:4 CRC0210NLH0000000000D01000-04-F6:4 CRC0080NLH0000000000D01000-05-D7:4 CRC0080NLH0000000000D01000-020-B9:4 }	{CRC0442LMX0B01001TUMD01000-019-E3:0 CRC0442LMX0B02003TUMD01000-026-F3:0 CRC0442LMX0A02004TUMD01000-028-C12:0 CRC0442LMX0A01001TUMD01000-022-E7:0 }	{CRC0442LMX0B01001TUMD01000-019-E3:0 CRC0442LMX0B02003TUMD01000-026-F3:0 CRC0442LMX0A02004TUMD01000-028-C12:0 CRC0442LMX0A01001TUMD01000-022-E7:0 }	
56-CRC0490LMX0B01001TUMD01000-022-E8	{CRC0419NLH0000000000D05000-021-H1:1 CRC0419NLH0000000000D01000-015-D6:1 }	{CRC0490LMX0B01001TUMD01000-022-E8:0 CRC0419LMX0B03001TUMD01000-032-H2:0 }	{CRC0490LMX0B01001TUMD01000-022-E8:0 }	
57-CRC0503LMX0A01001TUMD01000-022-E9	{CRC0503NLH0000000000D01000-024-A5:5 }	{CRC0503LMX0A01001TUMD01000-022-E9:0 }	{CRC0503LMX0A01001TUMD01000-022-E9:0 }	
58-CRC0470PRX0B01001TUMD01000-022-E10	{CRC0470NMH0000000000D01000-019-E1:1 }	{CRC0470PRX0B01001TUMD01000-022-E10:0 }	{CRC0470PRX0B01001TUMD01000-022-E10:0 }	
59-HNC0002PRX0B01201TUMD01000-022-E11	{CRC0161NLH0000000000D01000-04-H2:3 CRC0297NLH0000000000D01000-021-F7:3 CRC0161NLH0000000000D01000-020-G5:3 CRC0297NLH0000000000D01000-04-E11:3 }	{HNC0002PRX0A03006TUMD01000-025-A3:0 HNC0002PRX0A03003TUMD01000-025-B3:0 HNC0002PRX0A02002TUMD01000-025-H2:0 HNC0002PRX0B02003TUMD01000-025-C3:0 HNC0002PRX0B01201TUMD06000-023-C2:0 HNC0002PRX0B01201TUMD01000-022-E11:0 }	{HNC0002PRX0A03006TUMD01000-025-A3:0 HNC0002PRX0A03003TUMD01000-025-B3:0 HNC0002PRX0A02002TUMD01000-025-H2:0 HNC0002PRX0B02003TUMD01000-025-C3:0 HNC0002PRX0B01201TUMD06000-023-C2:0 HNC0002PRX0B01201TUMD01000-022-E11:0 }	
60-CRC0431LMX0A04010TUMD01000-022-E12	{CRC0431NLH0000000000D01000-018-B1:1 }	{CRC0431LMX0A03002TUMD01000-022-D12:0 CRC0431LMX0A04010TUMD01000-022-E12:0 }	{CRC0431LMX0A03002TUMD01000-022-D12:0 CRC0431LMX0A04010TUMD01000-022-E12:0 }	
61-CRC0512LMH0000000000D01000-022-F1	{CRC0512NLH0000000000D01000-022-G1:0 }	{CRC0512LMX0B01001TUMD01000-023-E1:0 CRC0512LMX0B02001TUMD01000-033-E1:0 CRC0512LMH0000000000D01000-022-F1:0 }	{CRC0512LMX0B01001TUMD01000-023-E1:0 CRC0512NLH0000000000D01000-022-G1:0 CRC0512LMX0B02001TUMD01000-033-E1:0 CRC0512LMH0000000000D01000-022-F1:0 }	
62-HNC0015PRX0B01001TUMD01000-022-F2	{CRC0176NLH0000000000D01000-04-D4:4 CRC0176NLH0000000000D01000-020-G11:4 CRC0560NLH0000000000D01000-031-B1:4 }	{HNC0015PRX0B02004TUMD01000-033-D10:0 HNC0015PRX0B01001TUMD01000-022-F2:0 }	{HNC0015PRX0B02004TUMD01000-033-D10:0 HNC0015PRX0B01001TUMD01000-022-F2:0 }	
63-CRC0457LMX0B01001TUMD01000-022-F3	{CRC0457NLH0000000000D01000-018-F7:0 CRC0457NLH0000000000D05000-020-H3:0 }	{CRC0457LMX0B01001TUMD05000-020-H4:0 CRC0457LMH0000000000D01000-018-E7:0 CRC0457LMX0B01001TUMD01000-022-F3:0 }	{CRC0457LMH0000000000D01000-018-E7:0 CRC0457LMX0B01001TUMD05000-020-H4:0 CRC0457NLH0000000000D05000-020-H3:0 CRC0457NLH0000000000D01000-018-F7:0 CRC0457LMX0B01001TUMD01000-022-F3:0 }	
64-CRC0516NLH0000000000D01000-022-F4	{CRC0516NLH0000000000D01000-022-F4:0 }	{CRC0516LMH0000000000D01000-022-E4:0 CRC0516LMX0B01001TUMD01000-023-D11:0 }	{CRC0516NLH0000000000D01000-022-F4:0 CRC0516LMH0000000000D01000-022-E4:0 CRC0516LMX0B01001TUMD01000-023-D11:0 }	
65-CRC0523NLH0000000000D01000-022-F5	{CRC0523NLH0000000000D01000-022-F5:0 }	{CRC0183LMH0000000000D01000-02-H4:2 }	{CRC0523NLH0000000000D01000-022-F5:0 }	
66-CRC0077LMX0A06039TUMD01000-022-F6	{CRC0077NLH0000000000D01000-03-C6:0 CRC0235NLH0000000000D03000-031-D7:0 }	{CRC0077LMX0A06003TUMD01000-027-D1:0 CRC0077LMX0A05050TUMD01000-024-B12:0 CRC0077LMX0A05069TUMD01000-024-F12:0 CRC0077LMX0A05033TUMD01000-024-G12:0 CRC0077LMX0A02003TUMD01000-014-G1:0 CRC0077LMX0A01001TUMD01000-07-G4:0 CRC0077LMX0A03004TUMD01000-013-E5:0 CRC0077LMX0A02004TUMD01000-09-B12:0 CRC0077LMX0A06019TUMD01000-027-H3:0 CRC0077LMH0000000000D01000-01-C6:0 CRC0077LMX0A06039TUMD01000-022-F6:0 CRC0077LMX0A04008TUMD01000-024-A12:0 CRC0077LMX0A05016TUMD01000-029-F1:0 CRC0077LMX0A05022TUMD01000-027-A1:0 CRC0077LMX0B01001TUMD01000-08-G4:0 CRC0077LMX0A05062TUMD01000-027-A4:0 CRC0077LMX0A05035TUMD01000-024-C12:0 CRC0077LMX0A05077TUMD01000-027-B1:0 CRC0077LMX0A05044TUMD01000-024-D12:0 CRC0077LMX0A05087TUMD01000-027-C1:0 CRC0077LMX0A05024TUMD01000-024-E12:0 CRC0077LMX0A02004TUMD01000-012-E10:0 }	{CRC0077LMX0A06003TUMD01000-027-D1:0 CRC0077LMX0A05050TUMD01000-024-B12:0 CRC0077LMX0A05069TUMD01000-024-F12:0 CRC0077LMX0A05033TUMD01000-024-G12:0 CRC0077LMX0A02003TUMD01000-014-G1:0 CRC0077LMX0A01001TUMD01000-07-G4:0 CRC0077LMX0A03004TUMD01000-013-E5:0 CRC0077LMX0A02004TUMD01000-09-B12:0 CRC0077LMX0A06019TUMD01000-027-H3:0 CRC0077LMH0000000000D01000-01-C6:0 CRC0077LMX0A06039TUMD01000-022-F6:0 CRC0077LMX0A04008TUMD01000-024-A12:0 CRC0077LMX0A05016TUMD01000-029-F1:0 CRC0077LMX0A05022TUMD01000-027-A1:0 CRC0077LMX0B01001TUMD01000-08-G4:0 CRC0077LMX0A05062TUMD01000-027-A4:0 CRC0077LMX0A05035TUMD01000-024-C12:0 CRC0077LMX0A05077TUMD01000-027-B1:0 CRC0077LMX0A05044TUMD01000-024-D12:0 CRC0077NLH0000000000D01000-03-C6:0 CRC0077LMX0A05087TUMD01000-027-C1:0 CRC0077LMX0A05024TUMD01000-024-E12:0 CRC0077LMX0A02004TUMD01000-012-E10:0 }	
67-CRC0446PRX0B01001TUMD01000-022-F7	{CRC0446NMH0000000000D05000-023-F12:1 }	{CRC0446PRX0B01001TUMD01000-022-F7:0 CRC0446PRH0000000000D01000-018-A4:0 }	{CRC0446PRX0B01001TUMD01000-022-F7:0 CRC0446PRH0000000000D01000-018-A4:0 }	
68-CRC0506PRX0B01001TUMD01000-022-F8	{CRC0506NMH0000000000D01000-023-D12:0 }	{CRC0506PRX0B01001TUMD01000-022-F8:0 }	{CRC0506PRX0B01001TUMD01000-022-F8:0 CRC0506NMH0000000000D01000-023-D12:0 }	
69-CRC0506PRX0A01001TUMD01000-022-F9	{CRC0506NMH0000000000D01000-023-D12:1 }	{CRC0506PRX0A01001TUMD01000-022-F9:0 }	{CRC0506PRX0A01001TUMD01000-022-F9:0 }	
70-CRC0492LMX0B01001TUMD01000-022-F10	{CRC0492NLH0000000000D01000-025-A6:2 }	{CRC0492LMX0B02002TUMD01000-032-D4:0 CRC0492LMX0B01001TUMD01000-022-F10:0 }	{CRC0492LMX0B02002TUMD01000-032-D4:0 CRC0492LMX0B01001TUMD01000-022-F10:0 }	
71-HNC0013PRX0A01001TUMD01000-022-F11	{CRC0067NLH0000000000D01000-021-A11:4 CRC0067NLH0000000000D01000-03-B4:4 CRC0215NLH0000000000D01000-04-A7:4 }	{HNC0013PRX0A01001TUMD01000-022-F11:0 }	{HNC0013PRX0A01001TUMD01000-022-F11:0 }	
72-CRC0431LMX0B03010TUMD01000-022-F12	{CRC0431NLH0000000000D01000-018-B1:0 }	{CRC0431LMX0A03010TUMD01000-022-C12:0 CRC0431LMX0B01001TUMD01000-018-H9:0 CRC0431LMX0B03010TUMD01000-022-F12:0 CRC0431LMH0000000000D01000-018-A1:0 CRC0431LMX0A05023TUMD01000-030-G11:0 CRC0431LMX0A02001TUMD01000-019-F9:0 CRC0431LMX0B05001TUMD01000-030-B12:0 CRC0431LMX0B02004TUMD01000-024-B8:0 CRC0431LMX0B03005TUMD01000-022-G12:0 CRC0431LMX0A05007TUMD01000-030-H11:0 CRC0431LMX0A03006TUMD01000-022-B12:0 CRC0431LMX0B04012TUMD01000-030-A12:0 CRC0431LMX0A01001TUMD01000-018-G8:0 CRC0431LMX0A05028TUMD01000-030-F11:0 }	{CRC0431LMX0A03010TUMD01000-022-C12:0 CRC0431LMX0B01001TUMD01000-018-H9:0 CRC0431LMX0B03010TUMD01000-022-F12:0 CRC0431LMH0000000000D01000-018-A1:0 CRC0431LMX0A05023TUMD01000-030-G11:0 CRC0431LMX0A02001TUMD01000-019-F9:0 CRC0431LMX0B05001TUMD01000-030-B12:0 CRC0431LMX0B02004TUMD01000-024-B8:0 CRC0431LMX0B03005TUMD01000-022-G12:0 CRC0431NLH0000000000D01000-018-B1:0 CRC0431LMX0A05007TUMD01000-030-H11:0 CRC0431LMX0A03006TUMD01000-022-B12:0 CRC0431LMX0B04012TUMD01000-030-A12:0 CRC0431LMX0A01001TUMD01000-018-G8:0 CRC0431LMX0A05028TUMD01000-030-F11:0 }	
73-CRC0512NLH0000000000D01000-022-G1	{CRC0512NLH0000000000D01000-022-G1:0 }	{CRC0512LMX0B01001TUMD01000-023-E1:0 CRC0512LMX0B02001TUMD01000-033-E1:0 CRC0512LMH0000000000D01000-022-F1:0 }	{CRC0512LMX0B01001TUMD01000-023-E1:0 CRC0512NLH0000000000D01000-022-G1:0 CRC0512LMX0B02001TUMD01000-033-E1:0 CRC0512LMH0000000000D01000-022-F1:0 }	
74-CRC0471LMX0A01001TUMD01000-022-G2	{CRC0471NLH0000000000D01000-019-D2:2 CRC0157NLH0000000000D01000-021-C1:2 }	{CRC0471LMX0A04005TUMD01000-033-H10:0 CRC0471LMX0A02001TUMD01000-033-F10:0 CRC0471LMX0B01001TUMD01000-022-D6:0 CRC0471LMX0A04012TUMD01000-033-G10:0 CRC0471LMX0A03001TUMD01000-030-H10:0 CRC0471LMX0B02004TUMD01000-033-B11:0 CRC0471LMX0A01001TUMD01000-022-G2:0 }	{CRC0471LMX0A04005TUMD01000-033-H10:0 CRC0471LMX0A02001TUMD01000-033-F10:0 CRC0471LMX0A01001TUMD01000-022-G2:0 CRC0471LMX0A04012TUMD01000-033-G10:0 CRC0471LMX0A03001TUMD01000-030-H10:0 CRC0471LMX0B02004TUMD01000-033-B11:0 CRC0471LMX0B01001TUMD01000-022-D6:0 }	
75-CRC0420LMX0A01001TUMD01000-022-G3	{CRC0420NLH0000000000D01000-015-F6:0 }	{CRC0420LMX0A01001TUMD01000-022-G3:0 CRC0420LMX0A02004TUMD01000-030-C4:0 }	{CRC0420NLH0000000000D01000-015-F6:0 CRC0420LMX0A01001TUMD01000-022-G3:0 CRC0420LMX0A02004TUMD01000-030-C4:0 }	
76-CRC0517LMH0000000000D01000-022-G4	{CRC0253NLH0000000000D01000-05-D2:2 CRC0229NLH0000000000D01000-04-B8:2 }	{CRC0517LMX0B02001TUMD01000-029-A8:0 CRC0517LMX0A02003TUMD01000-029-H7:0 CRC0517LMX0A01001TUMD01000-022-A11:0 CRC0517LMH0000000000D01000-022-G4:0 CRC0517LMX0B01001TUMD01000-023-B2:0 }	{CRC0517LMX0A02003TUMD01000-029-H7:0 CRC0517LMX0A01001TUMD01000-022-A11:0 CRC0517LMH0000000000D01000-022-G4:0 CRC0517LMX0B01001TUMD01000-023-B2:0 CRC0517LMX0B02001TUMD01000-029-A8:0 }	
77-CRC0480LMX0B01001TUMD01000-022-G5	{CRC0081NLH0000000000D01000-03-G6:4 CRC0081NLH0000000000D01000-020-B11:4 }	{CRC0480LMX0B01001TUMD01000-022-G5:0 }	{CRC0480LMX0B01001TUMD01000-022-G5:0 }	
78-CRC0498LMX0B01001TUMD01000-022-G6	{CRC0498NLH0000000000D01000-024-A4:1 }	{CRC0498LMX0A03005TUMD01000-034-H11:0 CRC0498LMX0A01001TUMD01000-035-F8:0 CRC0498LMX0A02001TUMD01000-033-D2:0 CRC0498PRX0B01001TUMD01000-035-D9:0 CRC0498LMX0B01001TUMD01000-022-G6:0 CRC0498LMX0A03002TUMD01000-034-B2:0 CRC0498PRX0A01001TUMD01000-026-B10:0 }	{CRC0498LMX0A03005TUMD01000-034-H11:0 CRC0498LMX0A01001TUMD01000-035-F8:0 CRC0498LMX0A02001TUMD01000-033-D2:0 CRC0498PRX0B01001TUMD01000-035-D9:0 CRC0498LMX0B01001TUMD01000-022-G6:0 CRC0498LMX0A03002TUMD01000-034-B2:0 CRC0498PRX0A01001TUMD01000-026-B10:0 }	
79-CRC0448PRX0A01001TUMD01000-022-G7	{CRC0448NMH0000000000D01000-018-F5:0 }	{CRC0448PRX0B01001TUMD01000-022-H7:0 CRC0448PRH0000000000D01000-018-E5:0 CRC0448PRX0A01001TUMD01000-022-G7:0 }	{CRC0448NMH0000000000D01000-018-F5:0 CRC0448PRX0B01001TUMD01000-022-H7:0 CRC0448PRH0000000000D01000-018-E5:0 CRC0448PRX0A01001TUMD01000-022-G7:0 }	
80-CRC0520NLH0000000000D01000-022-G8	{CRC0520NLH0000000000D01000-022-G8:0 }	{CRC0520LMX0B03004TUMD01000-032-A12:2 CRC0520LMX0A02004TUMD01000-029-G10:2 CRC0520LMX0A03003TUMD01000-034-F5:2 CRC0520LMX0B01001TUMD01000-023-E2:2 CRC0520LMX0A03002TUMD01000-032-H11:2 CRC0520LMX0A01001TUMD01000-035-E8:2 CRC0520LMX0B03001TUMD01000-032-C12:2 CRC0520LMX0B02003TUMD01000-029-C11:2 }	{CRC0520NLH0000000000D01000-022-G8:0 }	
81-CRC0507LMX0B01001TUMD01000-022-G9	{CRC0408NMH0000000000D01000-016-F3:2 CRC0115NLH0000000000D01000-020-D9:2 CRC0115NLH0000000000D01000-03-A10:2 }	{CRC0507LMX0B01001TUMD01000-022-G9:0 }	{CRC0507LMX0B01001TUMD01000-022-G9:0 }	
82-CRC0508LMX0A01001TUMD01000-022-G10	{CRC0508NLH0000000000D01000-022-B1:2 }	{CRC0508LMH0000000000D01000-022-A1:0 CRC0508LMX0A01001TUMD01000-022-G10:0 CRC0508LMX0A02002TUMD01000-033-D1:0 }	{CRC0508LMH0000000000D01000-022-A1:0 CRC0508LMX0A01001TUMD01000-022-G10:0 CRC0508LMX0A02002TUMD01000-033-D1:0 }	
83-HNC0025PRX0A01001TUMD01000-022-G11	{CRC0264NLH0000000000D01000-04-G9:4 CRC0264NLH0000000000D01000-021-F3:4 CRC0106NLH0000000000D01000-03-C5:4 CRC0222NLH0000000000D01000-05-C10:4 CRC0395NMH0000000000D01000-014-A10:4 CRC0106NLH0000000000D01000-021-B5:4 CRC0614NLH0000000000D01000-028-F4:4 CRC0479NLH0000000000D01000-019-E4:4 CRC0084NLH0000000000D01000-03-D7:4 }	{HNC0025PRX0A03003TUMD01000-032-E11:0 HNC0025PRX0A02002TUMD01000-033-H1:0 HNC0025PRX0A01001TUMD01000-022-G11:0 HNC0025PRX0B01001TUMD01000-022-H11:0 }	{HNC0025PRX0A03003TUMD01000-032-E11:0 HNC0025PRX0B01001TUMD01000-022-H11:0 HNC0025PRX0A01001TUMD01000-022-G11:0 HNC0025PRX0A02002TUMD01000-033-H1:0 }	
84-CRC0431LMX0B03005TUMD01000-022-G12	{CRC0431NLH0000000000D01000-018-B1:0 }	{CRC0431LMX0A03010TUMD01000-022-C12:0 CRC0431LMX0B01001TUMD01000-018-H9:0 CRC0431LMX0B03010TUMD01000-022-F12:0 CRC0431LMH0000000000D01000-018-A1:0 CRC0431LMX0A05023TUMD01000-030-G11:0 CRC0431LMX0A02001TUMD01000-019-F9:0 CRC0431LMX0B05001TUMD01000-030-B12:0 CRC0431LMX0B02004TUMD01000-024-B8:0 CRC0431LMX0B03005TUMD01000-022-G12:0 CRC0431LMX0A05007TUMD01000-030-H11:0 CRC0431LMX0A03006TUMD01000-022-B12:0 CRC0431LMX0B04012TUMD01000-030-A12:0 CRC0431LMX0A01001TUMD01000-018-G8:0 CRC0431LMX0A05028TUMD01000-030-F11:0 }	{CRC0431LMX0A03010TUMD01000-022-C12:0 CRC0431LMX0B01001TUMD01000-018-H9:0 CRC0431LMX0B03010TUMD01000-022-F12:0 CRC0431LMH0000000000D01000-018-A1:0 CRC0431LMX0A05023TUMD01000-030-G11:0 CRC0431LMX0A02001TUMD01000-019-F9:0 CRC0431LMX0B05001TUMD01000-030-B12:0 CRC0431LMX0B02004TUMD01000-024-B8:0 CRC0431LMX0B03005TUMD01000-022-G12:0 CRC0431NLH0000000000D01000-018-B1:0 CRC0431LMX0A05007TUMD01000-030-H11:0 CRC0431LMX0A03006TUMD01000-022-B12:0 CRC0431LMX0B04012TUMD01000-030-A12:0 CRC0431LMX0A01001TUMD01000-018-G8:0 CRC0431LMX0A05028TUMD01000-030-F11:0 }	
85-CRC0513LMH0000000000D01000-022-H1	{CRC0513NLH0000000000D01000-022-A2:0 }	{CRC0513LMX0B01001TUMD01000-022-A10:0 CRC0513LMX0A02001TUMD01000-033-F1:0 CRC0513LMH0000000000D01000-022-H1:0 CRC0513LMX0A01001TUMD01000-022-H9:0 }	{CRC0513NLH0000000000D01000-022-A2:0 CRC0513LMX0A02001TUMD01000-033-F1:0 CRC0513LMX0B01001TUMD01000-022-A10:0 CRC0513LMX0A01001TUMD01000-022-H9:0 CRC0513LMH0000000000D01000-022-H1:0 }	
86-CRC0475LMX0B01001TUMD01000-022-H2	{CRC0475NLH0000000000D01000-019-C3:2 }	{CRC0475LMX0B02002TUMD01000-033-E3:0 CRC0475LMX0B01001TUMD01000-022-H2:0 }	{CRC0475LMX0B02002TUMD01000-033-E3:0 CRC0475LMX0B01001TUMD01000-022-H2:0 }	
87-CRC0510NLH0000000000D01000-022-H3	{CRC0510NLH0000000000D01000-022-H3:0 }	{CRC0729LMH0000000000D01000-035-D12:0 }	{CRC0510NLH0000000000D01000-022-H3:0 }	
88-CRC0518LMH0000000000D01000-022-H4	{CRC0518NLH0000000000D01000-022-A5:1 }	{CRC0518LMH0000000000D01000-022-H4:0 }	{CRC0518LMH0000000000D01000-022-H4:0 }	
89-CRC0472PRX0B01001TUMD01000-022-H5	{CRC0472NMH0000000000D01000-019-F2:0 }	{CRC0472PRX0B01001TUMD01000-022-H5:0 CRC0472PRH0000000000D01000-019-E2:0 }	{CRC0472PRX0B01001TUMD01000-022-H5:0 CRC0472PRH0000000000D01000-019-E2:0 CRC0472NMH0000000000D01000-019-F2:0 }	
90-CRC0463PRX0B01001TUMD01000-022-H6	{CRC0463NMH0000000000D01000-018-E11:2 }	{CRC0463PRH0000000000D01000-018-D11:0 CRC0463PRX0B01001TUMD01000-022-H6:0 }	{CRC0463PRH0000000000D01000-018-D11:0 CRC0463PRX0B01001TUMD01000-022-H6:0 }	
91-CRC0448PRX0B01001TUMD01000-022-H7	{CRC0448NMH0000000000D01000-018-F5:0 }	{CRC0448PRX0B01001TUMD01000-022-H7:0 CRC0448PRH0000000000D01000-018-E5:0 CRC0448PRX0A01001TUMD01000-022-G7:0 }	{CRC0448NMH0000000000D01000-018-F5:0 CRC0448PRX0B01001TUMD01000-022-H7:0 CRC0448PRH0000000000D01000-018-E5:0 CRC0448PRX0A01001TUMD01000-022-G7:0 }	
92-CRC0525LMH0000000000D01000-022-H8	{CRC0525NLH0000000000D01000-022-A9:0 CRC0539NLH0000000000D01000-023-C5:0 }	{CRC0525LMH0000000000D01000-022-H8:0 }	{CRC0525NLH0000000000D01000-022-A9:0 CRC0525LMH0000000000D01000-022-H8:0 }	
93-CRC0513LMX0A01001TUMD01000-022-H9	{CRC0513NLH0000000000D01000-022-A2:0 }	{CRC0513LMX0B01001TUMD01000-022-A10:0 CRC0513LMX0A02001TUMD01000-033-F1:0 CRC0513LMH0000000000D01000-022-H1:0 CRC0513LMX0A01001TUMD01000-022-H9:0 }	{CRC0513NLH0000000000D01000-022-A2:0 CRC0513LMX0A02001TUMD01000-033-F1:0 CRC0513LMX0B01001TUMD01000-022-A10:0 CRC0513LMX0A01001TUMD01000-022-H9:0 CRC0513LMH0000000000D01000-022-H1:0 }	
94-CRC0514PRX0A01001TUMD01000-022-H10	{CRC0366NLH0000000000D01000-012-C7:4 CRC0358NLH0000000000D01000-012-F4:4 CRC0505NLH0000000000D01000-024-E5:4 CRC0368NMH0000000000D01000-012-C12:4 CRC0138NLH0000000000D01000-03-D11:4 CRC0474NMH0000000000D05000-023-G12:4 CRC0598NLH0000000000D01000-028-D1:4 }	{CRC0514PRX0A01001TUMD01000-022-H10:0 }	{CRC0514PRX0A01001TUMD01000-022-H10:0 }	
95-HNC0025PRX0B01001TUMD01000-022-H11	{CRC0264NLH0000000000D01000-04-G9:4 CRC0264NLH0000000000D01000-021-F3:4 CRC0106NLH0000000000D01000-03-C5:4 CRC0222NLH0000000000D01000-05-C10:4 CRC0395NMH0000000000D01000-014-A10:4 CRC0106NLH0000000000D01000-021-B5:4 CRC0614NLH0000000000D01000-028-F4:4 CRC0479NLH0000000000D01000-019-E4:4 CRC0084NLH0000000000D01000-03-D7:4 }	{HNC0025PRX0A03003TUMD01000-032-E11:0 HNC0025PRX0A02002TUMD01000-033-H1:0 HNC0025PRX0A01001TUMD01000-022-G11:0 HNC0025PRX0B01001TUMD01000-022-H11:0 }	{HNC0025PRX0A03003TUMD01000-032-E11:0 HNC0025PRX0B01001TUMD01000-022-H11:0 HNC0025PRX0A01001TUMD01000-022-G11:0 HNC0025PRX0A02002TUMD01000-033-H1:0 }	
96-CRC0494LMX0A01001TUMD01000-023-A1	{CRC0565NLH0000000000D01000-031-A3:4 CRC0494NLH0000000000D01000-025-E6:4 CRC0140NLH0000000000D01000-03-F11:4 CRC0315NLH0000000000D01000-04-E12:4 CRC0432NMH0000000000D01000-018-C6:4 }	{CRC0494LMX0A01001TUMD01000-023-A1:0 }	{CRC0494LMX0A01001TUMD01000-023-A1:0 }	
97-CRC0515LMX0A01001TUMD01000-023-A2	{CRC0515NLH0000000000D01000-022-D4:1 }	{CRC0515LMX0A02003TUMD01000-033-B2:0 CRC0515LMX0A01001TUMD01000-023-A2:0 CRC0515LMX0B02002TUMD01000-033-H5:0 CRC0515LMX0B01001TUMD01000-035-D8:0 }	{CRC0515LMX0A02003TUMD01000-033-B2:0 CRC0515LMX0A01001TUMD01000-023-A2:0 CRC0515LMX0B02002TUMD01000-033-H5:0 CRC0515LMX0B01001TUMD01000-035-D8:0 }	
98-CRC0530NLH0000000000D01000-023-A3	{CRC0530NLH0000000000D01000-023-A3:0 }	{CRC0530LMH0000000000D01000-023-H2:0 }	{CRC0530NLH0000000000D01000-023-A3:0 CRC0530LMH0000000000D01000-023-H2:0 }	
99-CRC0534NLH0000000000D01000-023-A4	{CRC0534NLH0000000000D01000-023-A4:0 }	{CRC0534LMX0A02004TUMD01000-036-A9:0 CRC0534LMX0A01001TUMD01000-028-E10:0 CRC0534LMH0000000000D01000-023-H3:0 }	{CRC0534LMX0A02004TUMD01000-036-A9:0 CRC0534NLH0000000000D01000-023-A4:0 CRC0534LMX0A01001TUMD01000-028-E10:0 CRC0534LMH0000000000D01000-023-H3:0 }	
100-CRC0538NLH0000000000D01000-023-A5	{CRC0538NLH0000000000D01000-023-A5:0 CRC0403NLH0000000000D01000-014-A11:0 }	{CRC0536LMX0A01001TUMD01000-031-B5:0 CRC0340PRX0B01001TUMD01000-013-H10:0 CRC0538LMX0B01001TUMD01000-035-D7:0 CRC0538LMX0B02001TUMD01000-034-H2:0 CRC0340PRX0A01001TUMD01000-014-D12:0 CRC0538LMH0000000000D01000-023-H4:0 }	{CRC0538LMX0B01001TUMD01000-035-D7:0 CRC0538NLH0000000000D01000-023-A5:0 CRC0538LMX0B02001TUMD01000-034-H2:0 CRC0538LMH0000000000D01000-023-H4:0 }	
101-CRC0542NLH0000000000D01000-023-A6	{CRC0262NLH0000000000D01000-021-F1:0 CRC0542NLH0000000000D01000-023-A6:0 CRC0262NLH0000000000D01000-04-F9:0 }	{CRC0262LMX0B02001TUMD01000-011-H9:1 CRC0262LMX0A01201TUMD01000-021-F2:1 CRC0542LMX0B02004TUMD01000-029-B6:1 CRC0262LMX0B01001TUMD01000-09-A1:1 CRC0542LMX0B01001TUMD01000-030-E9:1 CRC0262LMX0A02001TUMD01000-011-G9:1 CRC0262LMX0A03203TUMD01000-030-C8:1 CRC0262LMH0000000000D01000-02-F9:1 CRC0262LMX0A01001TUMD01000-06-G6:1 }	{CRC0542NLH0000000000D01000-023-A6:0 }	
102-HNC0021PRX0A01001TUMD01000-023-A7	{CRC0117NLH0000000000D01000-03-D10:4 CRC0461NLH0000000000D01000-018-E9:4 CRC0570NLH0000000000D02000-031-G12:4 CRC0376NLH0000000000D01000-013-E10:4 CRC0521NLH0000000000D01000-022-D5:4 CRC0381NMH0000000000D01000-013-F2:4 CRC0061NLH0000000000D03000-021-A5:4 CRC0331NLH0000000000D01000-06-D1:4 CRC0419NLH0000000000D01000-015-D6:4 CRC0460NMH0000000000D01000-018-D8:4 CRC0061NLH0000000000D01000-03-H2:4 CRC0117NLH0000000000D01000-020-E1:4 CRC0419NLH0000000000D05000-021-H1:4 CRC0236NLH0000000000D01000-05-E10:4 CRC0415NLH0000000000D01000-015-E5:4 }	{HNC0021PRX0A02004TUMD01000-033-F5:0 HNC0021PRX0A01001TUMD01000-023-A7:0 }	{HNC0021PRX0A02004TUMD01000-033-F5:0 HNC0021PRX0A01001TUMD01000-023-A7:0 }	
103-CRC0548NLH0000000000D01000-023-A8	{CRC0548NLH0000000000D01000-023-A8:0 }	{CRC0548LMH0000000000D01000-023-H7:0 }	{CRC0548LMH0000000000D01000-023-H7:0 CRC0548NLH0000000000D01000-023-A8:0 }	
